3.81332746617e+26,
(-874966.806199+6178838.45562j),(-874966.806199-6178838.45562j),(-2106952.38405+2565953.73316j),(-2106952.38405-2565953.73316j),(-7545.71146673+9189.55105676j),(-7545.71146673-9189.55105676j),(-886.982577377+6263.69139919j),(-886.982577377-6263.69139919j),
0.0,0.0,0.0,0.0,
